(4:person0).id;;(4:person0).primaryName;;(4:person0).birthYear;;(4:person0).deathYear;;(4:person0).primaryProfession;;(3:principal0).id;;(3:principal0).category;;(3:principal0).job;;(3:principal0).characters
11777;;Claire Whitney;;1890;;1969;;actress;;19916;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;21234;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;28039;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;31531;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;40498;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;41173;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;41204;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;42050;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;42420;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;43715;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;54485;;actress
11777;;Claire Whitney;;1890;;1969;;actress;;68014;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;123792;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;133201;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;135171;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;141752;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;153156;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;156496;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;162316;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;173417;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;180073;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;186361;;actress
117928;;Käthe von Nagy;;1904;;1973;;actress,soundtrack;;192257;;actress
118150;;Harold Huth;;1892;;1967;;producer,actor,director;;126689;;actor
118150;;Harold Huth;;1892;;1967;;producer,actor,director;;139329;;actor
118150;;Harold Huth;;1892;;1967;;producer,actor,director;;150753;;actor
118150;;Harold Huth;;1892;;1967;;producer,actor,director;;178882;;actor
11850;;Chrissie White;;1895;;1989;;actress;;24823;;actress
11850;;Chrissie White;;1895;;1989;;actress;;31305;;actress
11850;;Chrissie White;;1895;;1989;;actress;;69736;;actress
11850;;Chrissie White;;1895;;1989;;actress;;76860;;actress
118667;;Dan Wolheim;;1889;;1968;;actor;;139213;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;125539;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;12711;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;18344;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;185739;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;37332;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;43811;;actor
11901;;Hank Mann;;1887;;1971;;actor,director,writer;;86975;;actor
119373;;Betty Boyd;;1908;;1971;;actress;;128985;;actress
119373;;Betty Boyd;;1908;;1971;;actress;;130432;;actress
119373;;Betty Boyd;;1908;;1971;;actress;;132298;;actress
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;111254;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;112523;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;116203;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;127950;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;132739;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;141612;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;142245;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;142578;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;145285;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;151971;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;157843;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;157873;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;15796;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;163232;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;167259;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;168677;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;17332;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;173717;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;18226;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;188726;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;19361;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;201090;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;204822;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;206465;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;206872;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;207175;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;209670;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;220862;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;221165;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;222540;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;224402;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;27068;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;29137;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;32739;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;37086;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;43472;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;44422;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;45324;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;45807;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;46721;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;48513;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;50593;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;54783;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;56682;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;56939;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;57902;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;59116;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;60388;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;68430;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;69742;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;78543;;actor
11942;;Eugene Pallette;;1889;;1954;;actor,soundtrack;;87045;;actor
11945;;Francelia Billington;;1895;;1934;;actress;;14975;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;22018;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;25963;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;35102;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;36413;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;39408;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;48373;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;49296;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;54345;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;58072;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;58787;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;66561;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;76987;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;78065;;actress
11945;;Francelia Billington;;1895;;1934;;actress;;94679;;actress
11947;;Billie West;;1891;;1967;;actress;;13460;;actress
11947;;Billie West;;1891;;1967;;actress;;18989;;actress
11947;;Billie West;;1891;;1967;;actress;;21333;;actress
11947;;Billie West;;1891;;1967;;actress;;21632;;actress
119585;;Nikolai Nademsky;;1892;;1937;;actor;;130789;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;132369;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;172850;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;176642;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;180735;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;183329;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;183901;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;184294;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;192002;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;193763;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;195757;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;197391;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;197546;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;203423;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;205713;;archive_footage
119727;;John Litel;;1892;;1972;;actor,soundtrack;;207961;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;209937;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;210079;;archive_footage
119727;;John Litel;;1892;;1972;;actor,soundtrack;;210493;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;213731;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;214152;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;217755;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;218517;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;221712;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;224591;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;226445;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;235400;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;236184;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;244376;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;244512;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;249992;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;256632;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;265589;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;266965;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;269989;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;284332;;actor
119727;;John Litel;;1892;;1972;;actor,soundtrack;;287775;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;150284;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;210624;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;217471;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;234926;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;243746;;actor
119903;;Henry Daniell;;1894;;1963;;actor;;297599;;actor
119932;;Phil Baker;;1896;;1963;;actor,soundtrack;;214951;;actor
12003;;Minor Watson;;1889;;1965;;actor;;196256;;actor
12003;;Minor Watson;;1889;;1965;;actor;;199911;;actor
12003;;Minor Watson;;1889;;1965;;actor;;208474;;actor
12003;;Minor Watson;;1889;;1965;;actor;;218602;;actor
12003;;Minor Watson;;1889;;1965;;actor;;223120;;actor
120267;;Val Valentine;;1895;;1971;;writer,soundtrack,music_department;;226455;;writer
120278;;Thomas E. Jackson;;1886;;1967;;actor;;165067;;actor
120278;;Thomas E. Jackson;;1886;;1967;;actor;;182713;;actor
120278;;Thomas E. Jackson;;1886;;1967;;actor;;231185;;actor
120301;;Eddie Kane;;1889;;1969;;actor,soundtrack;;150174;;actor
120301;;Eddie Kane;;1889;;1969;;actor,soundtrack;;220927;;actor
120301;;Eddie Kane;;1889;;1969;;actor,soundtrack;;252713;;actor
120618;;Martin Cichy;;1892;;1962;;actor;;123696;;actor
12062;;Mildred Manning;;1890;;1963;;actress;;12156;;actress
12062;;Mildred Manning;;1890;;1963;;actress;;30718;;actress
12062;;Mildred Manning;;1890;;1963;;actress;;56741;;actress
12062;;Mildred Manning;;1890;;1963;;actress;;88798;;actress
120672;;Ann Preston Bridgers;;1891;;1967;;writer;;120677;;writer
12096;;Emmy Lynn;;1889;;1978;;actress;;124994;;actress
12096;;Emmy Lynn;;1889;;1978;;actress;;144676;;actress
12096;;Emmy Lynn;;1889;;1978;;actress;;77162;;actress
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;129330;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;135822;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;141074;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;149697;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;158887;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;161806;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;177081;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;178710;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;179082;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;185704;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;191466;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;199105;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;217632;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;223690;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;224970;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;234986;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;242034;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;254100;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;263015;;actor
121002;;Charles Bickford;;1891;;1967;;actor,soundtrack;;297637;;actor
12101;;Louise Huff;;1895;;1973;;actress;;30284;;actress
12101;;Louise Huff;;1895;;1973;;actress;;31091;;actress
12101;;Louise Huff;;1895;;1973;;actress;;46718;;actress
12101;;Louise Huff;;1895;;1973;;actress;;58628;;actress
12101;;Louise Huff;;1895;;1973;;actress;;70422;;actress
121044;;Theodor Pistek;;1895;;1960;;actor,director,writer;;124251;;actor
121044;;Theodor Pistek;;1895;;1960;;actor,director,writer;;294399;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;149598;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;149683;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;185839;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;190306;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;19260;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;194597;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;217238;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;239738;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;266217;;actor
12105;;Ernest Truex;;1889;;1973;;actor,soundtrack,writer;;51704;;actor
121302;;Beatrice Curtis;;1906;;1963;;actress,soundtrack;;129103;;actress
121302;;Beatrice Curtis;;1906;;1963;;actress,soundtrack;;183778;;actress
121324;;Otto Wallburg;;1889;;1944;;actor;;123012;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;127514;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;127580;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;133035;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;135174;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;135254;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;136536;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;138947;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;145557;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;146171;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;146495;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;146862;;actor
121324;;Otto Wallburg;;1889;;1944;;actor;;149604;;actor
121531;;Winnie Lightner;;1899;;1971;;actress,soundtrack;;127521;;actress
121531;;Winnie Lightner;;1899;;1971;;actress,soundtrack;;129617;;actress
121531;;Winnie Lightner;;1899;;1971;;actress,soundtrack;;133989;;actress
121531;;Winnie Lightner;;1899;;1971;;actress,soundtrack;;141227;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;131141;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;137112;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;137617;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;138560;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;142148;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;145719;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;150947;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;163823;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;165629;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;201747;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;227536;;actress
121585;;Minna Gombell;;1892;;1973;;actress;;242761;;actress
121651;;Nina Mae McKinney;;1912;;1967;;actress,soundtrack;;141204;;actress
121651;;Nina Mae McKinney;;1912;;1967;;actress,soundtrack;;162811;;actress
121651;;Nina Mae McKinney;;1912;;1967;;actress,soundtrack;;188210;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;183347;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;186343;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;200746;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;206650;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;215317;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;220343;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;222271;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;226334;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;228564;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;234855;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;238574;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;263807;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;267853;;actress
121685;;Marjorie Main;;1890;;1975;;actress,soundtrack;;285930;;actress
121699;;Jack Raine;;1897;;1979;;actor,soundtrack;;128466;;actor
121699;;Jack Raine;;1897;;1979;;actor,soundtrack;;139162;;actor
121699;;Jack Raine;;1897;;1979;;actor,soundtrack;;147687;;actor
121699;;Jack Raine;;1897;;1979;;actor,soundtrack;;249832;;actor
121741;;Hilde von Stolz;;1903;;1973;;actress;;124766;;actress
121741;;Hilde von Stolz;;1903;;1973;;actress;;183039;;actress
12181;;House Peters;;1880;;1967;;actor;;105829;;actor
12181;;House Peters;;1880;;1967;;actor;;118029;;actor
12181;;House Peters;;1880;;1967;;actor;;13448;;actor
12181;;House Peters;;1880;;1967;;actor;;13590;;actor
12181;;House Peters;;1880;;1967;;actor;;22192;;actor
12181;;House Peters;;1880;;1967;;actor;;25160;;actor
12181;;House Peters;;1880;;1967;;actor;;25795;;actor
12181;;House Peters;;1880;;1967;;actor;;32832;;actor
12181;;House Peters;;1880;;1967;;actor;;33389;;actor
12181;;House Peters;;1880;;1967;;actor;;33700;;actor
12181;;House Peters;;1880;;1967;;actor;;35590;;actor
12181;;House Peters;;1880;;1967;;actor;;37163;;actor
12181;;House Peters;;1880;;1967;;actor;;45806;;actor
12181;;House Peters;;1880;;1967;;actor;;63270;;actor
12181;;House Peters;;1880;;1967;;actor;;64197;;actor
12181;;House Peters;;1880;;1967;;actor;;67430;;actor
12181;;House Peters;;1880;;1967;;actor;;69349;;actor
12181;;House Peters;;1880;;1967;;actor;;73825;;actor
12181;;House Peters;;1880;;1967;;actor;;74600;;actor
12181;;House Peters;;1880;;1967;;actor;;85794;;actor
12181;;House Peters;;1880;;1967;;actor;;86399;;actor
12181;;House Peters;;1880;;1967;;actor;;95091;;actor
121873;;Jack Yellen;;1892;;1991;;soundtrack,writer,music_department;;142773;;writer
122088;;Ted Lewis;;1890;;1971;;soundtrack,actor;;159844;;actor
122088;;Ted Lewis;;1890;;1971;;soundtrack,actor;;215643;;actor
122155;;Friedrich Gnaß;;1892;;1958;;actor;;187219;;actor
122155;;Friedrich Gnaß;;1892;;1958;;actor;;246813;;actor
122223;;Vladimir Vladislavskiy;;1891;;1970;;actor;;233560;;actor
122223;;Vladimir Vladislavskiy;;1891;;1970;;actor;;283056;;actor
122419;;Maurice Black;;1891;;1938;;actor;;142131;;actor
122419;;Maurice Black;;1891;;1938;;actor;;154280;;actor
12245;;Frances Nelson;;1892;;1975;;actress;;38494;;actress
12245;;Frances Nelson;;1892;;1975;;actress;;40385;;actress
122466;;Ekkehard Arendt;;1892;;1954;;actor;;133845;;actor
122466;;Ekkehard Arendt;;1892;;1954;;actor;;145464;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;122935;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;131603;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;149806;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;151109;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;157733;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;159322;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;169957;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;172362;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;173492;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;176630;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;187926;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;210077;;archive_footage
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;211410;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;273249;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;296602;;actor
122557;;Sidney Blackmer;;1895;;1973;;actor,soundtrack;;298496;;actor
12259;;Georges Paulais;;1884;;1967;;actor;;120899;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;126411;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;126681;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;127200;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;130195;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;131935;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;135549;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;148902;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;162551;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;163255;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;176761;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;192050;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;203187;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;204607;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;204835;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;205869;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;207020;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;209708;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;211295;;actor
122708;;Cliff Edwards;;1895;;1971;;actor,soundtrack;;217329;;actor
122727;;J. Harold Murray;;1891;;1940;;actor,soundtrack;;130715;;actor
122786;;Ann Codee;;1890;;1961;;actress,soundtrack;;122952;;actress
122786;;Ann Codee;;1890;;1961;;actress,soundtrack;;127591;;actress
122786;;Ann Codee;;1890;;1961;;actress,soundtrack;;130088;;actress
122786;;Ann Codee;;1890;;1961;;actress,soundtrack;;134610;;actress
122786;;Ann Codee;;1890;;1961;;actress,soundtrack;;167591;;actress
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;110224;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;12285;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;12874;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;132030;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;13220;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;139938;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;143182;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;155399;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;17363;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;17414;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;20373;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;30168;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;30925;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;39124;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;42227;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;44959;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;46002;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;59691;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;71842;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;82391;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;84327;;actor
12283;;Ed Brady;;1889;;1942;;actor,soundtrack;;95825;;actor
12293;;Edith Hallor;;1896;;1971;;actress;;23354;;actress
12293;;Edith Hallor;;1896;;1971;;actress;;23409;;actress
12293;;Edith Hallor;;1896;;1971;;actress;;23864;;actress
12293;;Edith Hallor;;1896;;1971;;actress;;47055;;actress
12293;;Edith Hallor;;1896;;1971;;actress;;73963;;actress
123258;;Kôji Mitsui;;1910;;1979;;actor;;145821;;actor
123288;;Irène Bordoni;;1895;;1953;;actress,soundtrack;;203499;;actress
123338;;Marcel Carpentier;;1892;;1960;;actor;;151159;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;137681;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;140112;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;154228;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;155960;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;160278;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;166844;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;168790;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;172238;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;193950;;actor
123618;;Nigel Bruce;;1895;;1953;;actor,soundtrack;;194415;;actor
